Patient_ID,First_Name,Last_Name,SSN,Age,Gender,Blood_Type,Admission_Type,Diagnosis,Systolic_BP,Diastolic_BP,Heart_Rate,Glucose_Level,BMI,Readmission_Risk
PID-2739,Amy,Jones,046-54-7884,89,Female,AB+,Elective,Pneumonia,173,71,94,133.11,28.4,Moderate
PID-2740,Ashley,Knight,346-49-7787,27,Female,A+,Elective,Heart Failure,175,97,92,120.96,34.5,Low
PID-2741,Mary,Bass,136-98-2270,57,Male,B-,Emergency,Heart Failure,149,93,107,68.23,27.7,Moderate
PID-2742,William,Murray,461-86-7358,36,Male,B-,Urgent,Heart Failure,161,98,92,154.68,34.1,Moderate
PID-2743,Edward,Luna,092-80-6712,47,Female,O-,Elective,Asthma,165,103,71,151.56,31.9,Low
PID-2744,Paul,Mccullough,348-70-0751,66,Female,O+,Urgent,Diabetes Type 2,113,83,70,136.53,23.9,Low
PID-2745,Susan,Wu,754-36-1451,81,Female,A+,Elective,Heart Failure,109,67,68,98.0,39.6,High
PID-2746,Michelle,Mann,586-81-5061,45,Male,A+,Elective,Hypertension,91,116,102,125.41,31.4,Low
PID-2747,Ann,Martinez,573-11-3153,40,Female,B-,Elective,Hypertension,135,74,61,95.55,34.3,Low
PID-2748,Stephanie,Weaver,776-07-9343,81,Female,AB+,Elective,Asthma,141,95,62,142.92,33.7,Moderate
PID-2749,Aimee,Christensen,515-03-1971,61,Male,B+,Elective,Diabetes Type 2,153,113,76,118.98,22.2,Low
PID-2750,Dominique,Schmidt,020-36-3372,71,Female,B-,Elective,Heart Failure,163,62,95,163.01,27.5,Moderate
PID-2751,John,Thornton,594-57-1387,56,Female,O-,Emergency,Diabetes Type 2,136,89,80,99.37,35.8,Low
PID-2752,Lindsay,Lawson,412-76-0738,48,Female,AB+,Emergency,Asthma,115,102,81,128.04,38.0,Low
PID-2753,Travis,Peck,349-56-2958,76,Male,O-,Emergency,Pneumonia,143,81,71,69.52,30.0,Moderate
PID-2754,Robert,Heath,325-49-4214,23,Male,AB+,Emergency,Heart Failure,142,75,85,110.12,35.1,Low
PID-2755,Christopher,Petty,555-22-4676,80,Male,A+,Elective,Heart Failure,141,111,85,102.64,22.0,High
PID-2756,Douglas,Scott,092-20-5027,46,Male,O+,Elective,Hypertension,108,106,67,117.52,25.8,Low
PID-2757,Stephanie,Gregory,061-79-5330,33,Male,O+,Elective,Diabetes Type 2,106,91,97,117.98,32.0,Low
PID-2758,Howard,Reeves,306-50-1618,69,Female,B+,Emergency,Diabetes Type 2,109,107,61,9.1,21.9,Low
PID-2759,Luke,Gutierrez,332-34-6153,61,Female,AB+,Urgent,Diabetes Type 2,95,103,98,122.26,39.8,Low
PID-2760,Shelly,Lam,054-26-3926,89,Female,B-,Emergency,Hypertension,177,79,73,112.49,27.1,Moderate
PID-2761,Karen,Willis,505-66-8265,44,Female,O+,Urgent,Pneumonia,167,73,103,110.47,32.6,Low
PID-2762,Paul,Wilson,063-41-7616,61,Female,O-,Elective,COPD,109,112,106,150.24,25.9,Moderate
PID-2763,Angela,Jones,030-53-3830,41,Male,A-,Elective,Asthma,175,65,107,63.98,39.3,Low
PID-2764,Robin,Smith,568-76-1664,71,Female,AB+,Elective,Hypertension,127,69,75,80.03,26.9,Low
PID-2765,John,Peters,805-17-4991,70,Male,B-,Emergency,Heart Failure,140,71,86,155.14,18.7,Moderate
PID-2766,Ashley,Griffin,867-82-8200,35,Female,O+,Urgent,Heart Failure,153,114,72,143.1,19.6,Moderate
PID-2767,James,Faulkner,383-70-2756,30,Male,A+,Emergency,Heart Failure,123,95,89,124.63,18.7,Low
PID-2768,Kimberly,Medina,434-72-7402,83,Male,AB+,Urgent,Hypertension,107,64,78,127.43,32.5,Moderate
PID-2769,Bobby,Hess,850-80-4740,27,Male,O+,Urgent,Heart Failure,126,108,81,120.18,29.2,Low
PID-2770,Denise,Jackson,062-62-4478,34,Female,A-,Urgent,Pneumonia,98,83,103,123.68,27.5,Low
PID-2771,Carla,Franco,390-45-3486,80,Female,O-,Emergency,Heart Failure,135,100,89,119.56,29.4,High
PID-2772,Brenda,Dixon,047-21-8751,43,Male,A+,Emergency,Heart Failure,135,113,105,143.41,22.8,Moderate
PID-2773,Anna,Turner,405-90-2015,45,Female,AB-,Urgent,Heart Failure,118,82,77,135.74,38.2,Moderate
PID-2774,Maria,Hardy,287-56-3455,64,Male,A+,Emergency,Heart Failure,94,98,70,84.89,35.6,Moderate
PID-2775,Cheryl,Bernard,326-88-5614,64,Male,O-,Elective,Hypertension,102,73,108,126.1,38.6,Low
PID-2776,Cynthia,Petty,725-58-4474,50,Male,B-,Urgent,COPD,151,74,75,116.72,27.1,Moderate
PID-2777,John,Bird,350-27-7534,81,Male,AB+,Emergency,Heart Failure,157,89,93,99.75,22.3,High
PID-2778,Susan,Murphy,709-18-0034,73,Male,A-,Emergency,COPD,121,103,98,122.2,19.6,Moderate
PID-2779,Chelsea,Smith,010-87-2844,50,Female,A-,Urgent,Diabetes Type 2,176,80,71,196.42,26.3,Low
PID-2780,Robert,Woodard,721-63-6436,30,Female,O-,Elective,Diabetes Type 2,93,79,109,168.24,32.2,Low
PID-2781,Amanda,Cobb,665-84-1271,25,Male,B-,Elective,Asthma,101,100,97,160.6,39.7,Low
PID-2782,Amanda,Stafford,836-86-7294,19,Male,AB+,Elective,Heart Failure,144,99,73,112.54,39.5,Low
PID-2783,Emily,Gomez,833-49-9852,29,Male,O+,Emergency,Pneumonia,102,78,103,126.93,29.8,Low
PID-2784,Michael,Thompson,787-90-0139,76,Female,B-,Emergency,Diabetes Type 2,126,84,75,174.14,,Moderate
PID-2785,David,Wood,198-57-0154,31,Male,AB-,Emergency,Pneumonia,95,84,82,120.56,26.2,Low
PID-2786,Jeffrey,Smith,288-88-5863,29,Male,A-,Urgent,Diabetes Type 2,102,95,98,135.03,31.6,Low
PID-2787,James,Velasquez,641-39-3624,69,Male,O+,Urgent,Pneumonia,129,67,67,90.53,26.9,Low
PID-2788,Jim,Snyder,372-05-4600,51,Female,B-,Urgent,Hypertension,168,95,94,149.33,24.2,Low
PID-2789,Trevor,Padilla,621-27-0117,68,Female,A-,Emergency,Heart Failure,175,64,90,102.45,39.7,Moderate
PID-2790,James,Nicholson,406-15-4545,79,Female,B+,Emergency,Hypertension,176,83,93,62.73,25.4,Moderate
PID-2791,Ashley,Snyder,566-25-9269,59,Female,O+,Emergency,Pneumonia,175,64,109,143.09,25.8,Low
PID-2792,Emily,Morrison,180-09-9637,32,Male,AB+,Urgent,Asthma,162,102,84,139.83,29.9,Low
PID-2793,David,Brown,266-73-3735,55,Male,B-,Elective,Pneumonia,111,102,82,137.97,21.0,Low
PID-2794,Nicole,Daniel,281-25-0379,32,Female,B+,Elective,Pneumonia,154,113,89,97.7,33.4,Low
PID-2795,Victoria,Steele,546-79-4144,24,Female,O+,Urgent,Asthma,97,87,104,104.22,34.7,Low
PID-2796,Erin,Ware,003-55-0850,28,Male,B+,Urgent,Hypertension,120,71,90,136.76,36.1,Low
PID-2797,Melissa,Morris,865-53-4490,34,Female,O-,Emergency,Asthma,124,60,88,115.31,22.9,Low
PID-2798,David,Holmes,508-47-8475,21,Female,B-,Urgent,Heart Failure,176,87,75,103.88,30.6,Low
PID-2799,Katherine,Stephenson,230-07-4554,54,Male,A+,Urgent,Diabetes Type 2,168,71,108,157.17,27.9,Low
PID-2800,Samantha,Patel,324-01-6421,51,Male,B-,Urgent,Hypertension,159,76,107,140.25,29.2,Low
PID-2801,James,Miller,586-04-3697,50,Male,A-,Emergency,COPD,167,76,78,68.52,19.6,Moderate
PID-2802,Tiffany,Coleman,077-32-3226,30,Female,B-,Emergency,Hypertension,116,65,65,82.26,37.2,Low
PID-2803,Frank,Collins,642-81-1585,85,Male,O-,Urgent,Diabetes Type 2,173,78,101,146.37,37.3,Moderate
PID-2804,Anthony,Reynolds,025-76-5478,85,Male,AB-,Urgent,Hypertension,127,66,107,63.9,33.8,Moderate
PID-2805,Mary,Wright,485-31-5584,36,Male,O+,Urgent,COPD,98,79,101,92.48,34.0,Moderate
PID-2806,Marissa,Underwood,533-31-1195,39,Male,AB-,Elective,Diabetes Type 2,102,71,69,64.89,27.5,Low
PID-2807,Kimberly,Harvey,783-13-7315,26,Male,B-,Urgent,Asthma,156,113,85,68.48,29.6,Low
PID-2808,Beth,Miller,063-05-6184,43,Male,O+,Urgent,COPD,123,67,69,99.67,36.6,Moderate
PID-2809,Lawrence,Abbott,067-17-1016,57,Female,A+,Emergency,Asthma,104,76,77,109.94,38.7,Low
PID-2810,Samantha,Ramos,309-79-7076,40,Male,A+,Urgent,Diabetes Type 2,151,105,82,138.84,36.0,Low
PID-2811,Cameron,Byrd,573-07-4832,80,Male,A-,Emergency,Diabetes Type 2,169,75,99,123.44,28.5,Moderate
PID-2812,Melissa,Morales,633-97-6736,83,Male,A-,Elective,Diabetes Type 2,102,103,106,149.06,24.2,Moderate
PID-2813,Jesse,Greene,676-80-0174,46,Female,B-,Emergency,Diabetes Type 2,126,102,81,109.0,32.7,Low
PID-2814,Shawn,Marshall,439-80-1660,41,Male,AB+,Urgent,Hypertension,160,93,107,101.7,38.6,Low
PID-2815,Matthew,Pace,802-04-7440,30,Male,O-,Emergency,Hypertension,176,97,91,120.94,35.6,Low
PID-2816,Zachary,Matthews,111-14-0202,82,Female,O+,Emergency,Heart Failure,136,117,104,111.37,39.6,High
PID-2817,Brooke,Jones,809-25-9392,38,Female,O+,Emergency,COPD,113,119,77,89.09,20.7,Moderate
PID-2818,David,Hicks,364-54-7888,27,Female,O+,Elective,Pneumonia,113,99,106,116.05,38.1,Low
PID-2819,Jenny,Wallace,249-18-0723,40,Female,B+,Urgent,COPD,111,63,93,89.32,30.9,Moderate
PID-2820,Bruce,Collins,447-66-5862,45,Female,O-,Elective,Heart Failure,128,101,82,107.56,21.6,Moderate
PID-2821,Larry,Mcclure,795-19-2416,82,Female,O-,Emergency,COPD,159,64,104,98.27,24.2,High
PID-2822,Terrance,Morrison,299-48-0133,67,Female,B+,Emergency,Diabetes Type 2,101,98,106,60.56,,Low
PID-2823,Zachary,Sandoval,149-08-3890,65,Female,O+,Elective,Heart Failure,177,103,78,106.7,32.3,Moderate
PID-2824,William,Conley,880-07-6916,72,Female,O-,Elective,Heart Failure,136,61,89,149.84,39.2,Moderate
PID-2825,Maurice,Bray,656-26-1121,55,Male,A+,Emergency,Heart Failure,166,70,69,114.36,31.1,Moderate
PID-2826,Matthew,Contreras,712-89-7658,72,Male,O+,Elective,Diabetes Type 2,109,76,76,177.59,33.1,Low
PID-2827,Carol,Rivera,593-73-5500,27,Female,O-,Urgent,COPD,135,87,92,130.67,35.6,Low
PID-2828,Christina,Barnes,167-14-7444,72,Male,O+,Elective,Asthma,137,88,86,78.67,22.8,Low
PID-2829,Nancy,Lozano,508-29-0061,86,Male,A+,Elective,Heart Failure,163,109,80,171.0,34.3,High
PID-2830,Danielle,Steele,478-80-3493,20,Male,B+,Elective,Asthma,151,100,96,153.2,30.2,Low
PID-2831,John,Navarro,835-43-6159,51,Male,B-,Urgent,Hypertension,131,79,92,51.76,32.3,Low
PID-2832,Jamie,Lopez,007-47-0163,59,Male,A-,Emergency,Pneumonia,136,64,84,88.83,38.0,Low
PID-2833,Charles,Johnson,118-19-4761,35,Female,A-,Urgent,Heart Failure,167,78,73,170.63,26.4,Moderate
PID-2834,Scott,Welch,784-47-0720,77,Female,O+,Elective,Diabetes Type 2,131,76,102,93.48,24.2,Moderate
PID-2835,Theresa,Gonzalez,291-23-3588,22,Female,AB+,Urgent,COPD,113,87,102,109.08,31.9,Low
PID-2836,Nicole,Higgins,348-71-4030,37,Male,AB-,Emergency,Pneumonia,92,96,85,140.26,18.7,Low
PID-2837,Gregory,Smith,864-34-1658,20,Male,O+,Urgent,Asthma,154,68,90,124.21,22.1,Low
PID-2838,Andrew,Byrd,389-84-1819,43,Male,A+,Emergency,Heart Failure,170,115,93,126.87,23.4,Moderate
PID-2839,Matthew,Clark,468-31-6057,58,Female,O+,Urgent,COPD,166,60,84,119.43,36.4,Moderate
PID-2840,Lisa,Guerrero,540-80-7107,21,Female,B+,Elective,Diabetes Type 2,152,111,69,133.1,20.5,Low
PID-2841,Natalie,Jones,148-17-3108,29,Male,O-,Emergency,Diabetes Type 2,151,111,107,132.04,33.1,Low
PID-2842,James,Gray,384-41-9824,32,Male,B-,Emergency,Heart Failure,160,95,73,121.04,27.2,Low
PID-2843,Russell,Fields,048-98-9623,84,Male,AB+,Elective,Diabetes Type 2,175,78,94,152.1,31.0,Moderate
PID-2844,Jaime,Nichols,809-20-5369,86,Male,B+,Emergency,Asthma,99,100,92,115.59,19.0,Moderate
PID-2845,John,Soto,287-17-8328,41,Female,AB+,Emergency,Pneumonia,124,78,65,100.3,36.7,Low
PID-2846,Tanya,Blackwell,215-94-1334,61,Male,O-,Urgent,Heart Failure,151,101,94,73.61,36.2,Moderate
PID-2847,Kristen,Gibbs,630-09-2744,36,Male,AB+,Emergency,Pneumonia,132,71,70,96.1,37.6,Low
PID-2848,William,Potter,661-97-8343,29,Male,B-,Urgent,Pneumonia,130,84,101,127.04,23.3,Low
PID-2849,Nicholas,Stone,184-42-6126,84,Female,AB+,Elective,COPD,131,83,102,109.02,21.8,High
PID-2850,Alicia,Webb,507-61-4397,37,Female,O+,Elective,COPD,100,91,86,87.38,33.5,Moderate
PID-2851,Bianca,Little,810-75-0600,52,Female,B-,Elective,Hypertension,136,81,87,157.49,29.1,Low
PID-2852,Jamie,Jacobson,463-31-6487,35,Female,A+,Elective,COPD,120,119,105,127.69,36.4,Moderate
PID-2853,Jeffery,Coleman,387-74-2576,77,Male,O-,Urgent,Pneumonia,112,90,106,68.28,25.0,Moderate
PID-2854,Selena,Brooks,564-11-2201,64,Male,A-,Urgent,Pneumonia,119,110,85,100.17,35.2,Low
PID-2855,Karen,Phillips,532-46-3772,32,Male,O-,Urgent,Hypertension,148,62,69,104.55,32.1,Low
PID-2856,Brandy,Marshall,637-44-6982,34,Female,O+,Urgent,COPD,172,70,107,98.24,24.7,Moderate
PID-2857,Shannon,Reynolds,377-64-5195,43,Female,AB-,Emergency,Pneumonia,161,64,66,106.49,32.8,Low
PID-2858,Joshua,Johnson,453-30-4352,72,Female,O-,Emergency,Asthma,167,96,100,121.11,24.5,Low
PID-2859,Deanna,Howard,085-38-8221,53,Female,A-,Elective,Asthma,159,75,88,123.65,29.5,Low
PID-2860,William,Schneider,805-36-3732,79,Female,A-,Urgent,Asthma,137,69,100,141.07,36.1,Moderate
PID-2861,Corey,Jones,040-70-3282,59,Male,B+,Urgent,Asthma,102,105,77,164.11,30.8,Low
PID-2862,Matthew,Leonard,257-39-4497,74,Male,O-,Emergency,Diabetes Type 2,158,65,97,93.99,19.1,Low
PID-2863,James,Munoz,142-97-8899,50,Female,O-,Emergency,Diabetes Type 2,120,80,86,122.6,25.8,Low
PID-2864,Rita,Smith,307-37-5680,79,Male,B-,Emergency,Diabetes Type 2,115,61,71,112.38,24.3,Moderate
PID-2865,Krista,Powell,416-75-0195,54,Male,O+,Urgent,Pneumonia,127,91,70,148.23,,Low
PID-2866,Thomas,Hunt,780-20-6513,18,Female,AB+,Emergency,Heart Failure,114,101,83,163.5,34.1,Low
PID-2867,Jeremy,Cummings,215-61-3830,35,Female,A-,Urgent,Asthma,175,75,61,81.89,39.8,Low
PID-2868,Zachary,Hartman,776-60-7560,20,Female,AB-,Emergency,Pneumonia,170,75,65,109.92,37.9,Low
PID-2869,Matthew,Miller,867-25-7026,64,Male,AB-,Elective,Asthma,122,102,86,130.76,33.9,Low
PID-2870,Kayla,Wolfe,215-57-7373,74,Female,O+,Emergency,Asthma,94,88,91,130.02,33.4,Low
PID-2871,Melissa,Johnson,143-74-2103,60,Male,A-,Emergency,Hypertension,93,115,88,83.83,37.5,Low
PID-2872,Kevin,Rojas,512-85-5811,26,Male,A-,Urgent,Asthma,92,85,107,131.23,36.9,Low
PID-2873,Matthew,Barnes,703-97-6609,72,Female,A+,Elective,Heart Failure,90,85,87,147.04,33.7,Moderate
PID-2874,Kathryn,Vaughn,307-42-9617,77,Male,O+,Elective,Heart Failure,148,103,81,133.17,29.7,High
PID-2875,Andrew,Floyd,143-20-5411,42,Male,B-,Emergency,COPD,127,80,83,145.0,19.6,Moderate
PID-2876,Ashley,Lloyd,623-74-6405,77,Female,B+,Elective,Hypertension,172,109,106,102.02,31.7,Moderate
PID-2877,Tina,Harris,401-09-8758,65,Female,O-,Emergency,Asthma,128,99,101,141.82,19.6,Low
PID-2878,Paul,Wells,337-73-7398,25,Male,A+,Urgent,Asthma,168,85,71,96.83,37.3,Low
PID-2879,Danielle,Torres,176-14-9059,80,Male,O-,Urgent,Hypertension,138,110,86,169.97,39.7,Moderate
PID-2880,Gregory,Serrano,618-63-0440,56,Female,O+,Emergency,Hypertension,154,66,85,136.47,25.8,Low
PID-2881,Jacob,Jones,396-37-3374,70,Female,B-,Urgent,Diabetes Type 2,176,116,86,151.25,32.1,Low
PID-2882,Jesse,Keller,072-59-0942,44,Male,A+,Emergency,Asthma,143,108,63,107.15,33.3,Low
PID-2883,Miguel,Smith,335-53-6408,20,Female,B+,Emergency,Hypertension,117,76,90,119.69,22.1,Low
PID-2884,Eric,Rodriguez,550-54-7836,38,Female,O-,Elective,Heart Failure,142,82,97,127.63,19.6,Moderate
PID-2885,Julia,Price,887-27-2129,66,Female,AB+,Elective,Pneumonia,96,88,107,104.38,20.0,Low
PID-2886,Monica,Collins,838-91-7779,20,Male,O+,Emergency,Asthma,91,75,89,172.95,38.4,Low
PID-2887,Erik,Andrews,318-76-3326,88,Male,AB+,Elective,Asthma,121,108,72,203.77,38.9,Moderate
PID-2888,Wayne,Cohen,283-26-0122,77,Male,O-,Elective,Heart Failure,148,80,87,99.58,24.4,High
PID-2889,Vickie,Griffin,845-52-9910,77,Male,B-,Urgent,Diabetes Type 2,132,116,70,122.72,40.0,Moderate
PID-2890,Lindsey,Fox,583-63-7540,62,Female,A-,Urgent,Asthma,175,96,79,95.37,20.7,Low
PID-2891,Steven,Williams,094-37-7477,65,Male,O+,Urgent,Heart Failure,112,79,72,136.13,19.5,Moderate
PID-2892,Michael,Kirby,812-39-6408,49,Male,AB-,Elective,Pneumonia,115,109,73,103.82,32.0,Low
PID-2893,Chloe,Patrick,180-54-4082,39,Male,AB-,Urgent,Pneumonia,105,86,69,62.99,26.7,Low
PID-2894,Hayden,Williamson,443-59-6303,38,Male,O+,Emergency,Asthma,170,92,90,126.65,,Low
PID-2895,Renee,White,583-13-6448,53,Male,O-,Elective,Heart Failure,154,63,63,102.58,28.3,Moderate
PID-2896,Holly,Williams,892-21-4486,26,Male,O+,Urgent,Asthma,119,110,104,120.8,26.2,Low
PID-2897,Nicole,Medina,683-09-3560,39,Male,O+,Elective,Heart Failure,161,107,92,146.81,23.0,Moderate
PID-2898,Regina,Jenkins,781-71-1987,22,Female,A+,Emergency,Hypertension,169,66,60,103.24,20.9,Low
PID-2899,Wanda,Jones,108-65-5342,41,Male,B-,Emergency,Heart Failure,99,68,72,110.64,34.7,Moderate
PID-2900,Robert,Martin,213-65-0732,71,Female,A-,Urgent,Hypertension,176,106,76,188.11,24.9,Low
PID-2901,Steven,Jones,712-87-7568,86,Female,O+,Elective,Asthma,134,65,87,121.61,32.4,Moderate
PID-2902,Patrick,Reese,877-25-6500,86,Male,A-,Urgent,Hypertension,138,98,97,136.73,23.1,Moderate
PID-2903,Benjamin,King,727-18-5360,71,Male,A+,Elective,Heart Failure,101,76,96,117.35,38.9,Moderate
PID-2904,Ellen,Marshall,473-09-1353,32,Female,A-,Emergency,Pneumonia,96,73,109,122.84,19.8,Low
PID-2905,Amy,Allen,449-18-7714,60,Male,B+,Emergency,Diabetes Type 2,166,107,77,105.05,33.5,Low
PID-2906,Lori,Skinner,175-03-9945,78,Female,A+,Emergency,Pneumonia,164,79,69,79.69,23.2,Moderate
PID-2907,Craig,Phillips,548-95-6404,30,Male,AB+,Emergency,Pneumonia,133,106,98,145.62,36.4,Low
PID-2908,Gary,Powers,012-87-4477,70,Male,AB+,Elective,COPD,179,87,72,150.48,27.5,Moderate
PID-2909,Eric,Howard,222-92-0565,26,Male,A+,Emergency,Heart Failure,137,62,88,107.9,22.5,Low
PID-2910,Patricia,Patel,453-90-0783,88,Female,O-,Emergency,Asthma,133,77,64,138.3,21.0,Moderate
PID-2911,Mary,Cain,657-85-1685,84,Female,AB-,Urgent,COPD,107,109,89,118.8,38.5,High
PID-2912,Peter,Parker,054-77-0077,22,Male,A-,Urgent,Asthma,131,79,89,164.78,37.5,Low
PID-2913,Brandon,Bennett,207-32-6139,25,Male,B-,Emergency,Pneumonia,120,71,80,121.12,32.7,Low
PID-2914,Regina,Gonzalez,017-54-0458,50,Male,B-,Urgent,Diabetes Type 2,115,85,95,159.41,27.1,Low
PID-2915,Veronica,Rogers,197-88-1036,28,Male,O+,Emergency,Asthma,144,61,60,119.54,19.6,Low
PID-2916,Jeffrey,Khan,817-86-2751,33,Female,B+,Elective,Heart Failure,111,101,77,105.57,21.9,Low
PID-2917,Jennifer,Williams,525-14-5360,79,Female,O+,Urgent,Asthma,174,75,65,100.06,25.8,Moderate
PID-2918,Marcus,Sims,640-27-8876,60,Male,AB+,Urgent,Pneumonia,174,72,77,98.64,29.5,Low
PID-2919,Randall,Patterson,238-28-1735,85,Male,AB-,Urgent,Asthma,111,83,99,116.1,32.7,Moderate
PID-2920,Michael,Thompson,412-84-5182,83,Male,B+,Elective,Heart Failure,129,65,107,148.24,21.8,High
PID-2921,Alexander,Lewis,226-09-4563,47,Female,A+,Urgent,Heart Failure,110,69,102,150.82,27.1,Moderate
PID-2922,Debra,Wood,069-28-6736,26,Female,A-,Urgent,Pneumonia,157,98,83,155.68,36.0,Low
PID-2923,Kevin,George,105-92-8785,68,Male,A-,Elective,Hypertension,141,117,98,140.02,34.4,Low
PID-2924,Kylie,Nielsen,583-22-4128,62,Female,B-,Elective,Diabetes Type 2,177,112,87,133.62,,Low
PID-2925,Susan,Greene,647-90-6367,51,Female,O+,Emergency,Diabetes Type 2,170,96,97,118.54,22.1,Low
PID-2926,Erica,Compton,711-18-5441,41,Male,AB+,Urgent,Diabetes Type 2,128,119,80,112.98,38.2,Low
PID-2927,Gregory,Gill,705-41-7900,20,Female,AB-,Urgent,Pneumonia,121,94,78,66.57,31.3,Low
PID-2928,Carlos,Smith,600-58-6265,85,Female,AB+,Urgent,COPD,134,99,78,134.25,24.8,High
PID-2929,William,Harmon,516-76-0218,62,Male,AB-,Elective,Diabetes Type 2,176,69,62,145.99,35.7,Low
PID-2930,Jesse,Jensen,128-40-3874,55,Female,B+,Elective,Heart Failure,166,101,78,137.3,,Moderate
PID-2931,Joann,Todd,635-11-0982,34,Male,B+,Emergency,Asthma,129,69,61,137.97,21.3,Low
PID-2932,Devin,Jimenez,207-20-6157,23,Female,AB-,Urgent,Pneumonia,155,80,94,193.17,22.8,Low
PID-2933,James,Johnson,743-77-7271,40,Female,O-,Emergency,Asthma,97,71,105,145.04,28.8,Low
PID-2934,Jocelyn,Murphy,285-41-0649,41,Female,AB+,Elective,Heart Failure,179,106,101,115.61,27.1,Moderate
PID-2935,Abigail,Madden,664-37-0389,53,Male,A-,Elective,Hypertension,92,100,83,128.24,25.1,Low
PID-2936,Jeremy,Quinn,351-32-3373,59,Female,A-,Emergency,Pneumonia,134,103,86,64.41,30.9,Low
PID-2937,Amber,Knox,681-32-3645,87,Male,A+,Emergency,Diabetes Type 2,172,72,85,160.89,27.6,Moderate
PID-2938,Cathy,James,330-24-7248,19,Female,O+,Urgent,Pneumonia,136,103,89,99.56,25.5,Low
PID-2939,Crystal,Brown,504-09-3154,30,Male,O-,Urgent,Heart Failure,170,63,73,195.79,36.1,Low
PID-2940,Brett,Braun,210-17-1504,30,Male,A+,Urgent,Heart Failure,92,85,85,90.08,26.7,Low
PID-2941,Glenn,Dunn,815-27-3872,41,Male,O+,Urgent,Asthma,124,73,62,88.23,27.0,Low
PID-2942,William,Simmons,479-40-2690,67,Female,A+,Urgent,Diabetes Type 2,167,80,85,74.32,34.5,Low
PID-2943,Jennifer,Sanchez,181-78-4080,18,Male,B-,Emergency,Asthma,122,66,70,128.83,38.1,Low
PID-2944,Kevin,Ray,651-26-4455,31,Male,AB-,Emergency,COPD,175,75,105,85.48,23.2,Low
PID-2945,Michelle,Olson,369-51-6189,34,Female,AB-,Emergency,Diabetes Type 2,147,72,109,120.0,29.2,Low
PID-2946,Gary,Alexander,518-79-7102,68,Male,A-,Elective,COPD,125,66,95,156.65,21.4,Moderate
PID-2947,Kathleen,Weiss,813-62-0325,67,Female,B-,Emergency,Hypertension,94,67,105,136.15,22.0,Low
PID-2948,Kathleen,Simmons,086-98-4919,74,Female,AB+,Urgent,Diabetes Type 2,115,65,75,113.94,35.3,Low
PID-2949,Brooke,Hernandez,745-23-4216,23,Male,O-,Emergency,Heart Failure,108,77,75,169.58,33.3,Low
PID-2950,Oscar,Torres,291-49-9211,20,Female,AB+,Elective,Hypertension,161,97,63,155.56,36.4,Low
PID-2951,Catherine,Jones,140-92-7689,80,Female,B+,Elective,Asthma,131,113,73,34.44,25.1,Moderate
PID-2952,James,Hendricks,005-02-8204,88,Male,O-,Emergency,Heart Failure,165,96,109,119.39,35.0,High
PID-2953,Jessica,Brooks,415-54-6466,85,Male,A-,Elective,Heart Failure,165,78,69,90.66,,High
PID-2954,Tara,Brooks,502-40-9639,79,Female,O-,Elective,Diabetes Type 2,90,76,75,136.28,18.5,Moderate
PID-2955,Charles,Dyer,128-50-9267,26,Female,B+,Urgent,Heart Failure,101,114,100,125.19,34.2,Low
PID-2956,Francisco,Hines,262-99-5712,28,Male,O-,Emergency,Heart Failure,97,114,91,136.48,25.8,Low
PID-2957,William,Burns,706-48-0946,74,Female,AB-,Urgent,Pneumonia,108,66,90,100.2,29.6,Low
PID-2958,Debra,House,754-32-3971,31,Male,A+,Emergency,Hypertension,170,96,103,117.58,19.6,Low
PID-2959,Tim,Dorsey,371-81-0463,67,Female,B+,Urgent,Pneumonia,109,100,95,103.73,32.4,Low
PID-2960,Heidi,Brewer,268-78-7463,89,Female,AB+,Emergency,Asthma,121,60,76,122.64,31.1,Moderate
PID-2961,Sheryl,Hernandez,254-78-9476,49,Female,B+,Elective,Asthma,134,68,89,115.77,33.8,Low
PID-2962,Stephanie,Skinner,013-15-1513,77,Female,O+,Emergency,COPD,90,119,64,141.28,35.4,High
PID-2963,Dawn,Rangel,408-91-9604,41,Male,B+,Emergency,Pneumonia,93,109,73,115.78,25.1,Low
PID-2964,Terri,Miller,194-55-2717,42,Male,B-,Emergency,Asthma,163,94,66,89.95,36.3,Low
PID-2965,Maria,King,310-65-8736,89,Female,A+,Elective,Heart Failure,116,101,96,122.61,33.5,High
PID-2966,Dominique,Reyes,316-94-6744,42,Female,A-,Elective,Heart Failure,156,85,63,145.94,34.0,Moderate
PID-2967,Karen,Glass,891-12-1791,33,Male,B+,Emergency,Asthma,108,88,77,80.68,30.9,Low
PID-2968,Daisy,Frank,353-19-4408,33,Male,B-,Urgent,Hypertension,154,107,61,146.74,22.0,Low
PID-2969,Kaitlyn,Conrad,408-90-5048,39,Male,A-,Urgent,Heart Failure,102,60,75,113.87,23.8,Moderate
PID-2970,Adam,Jackson,504-01-1588,81,Male,B+,Emergency,Diabetes Type 2,121,75,74,100.9,27.2,Moderate
PID-2971,Chad,Horton,538-54-4725,72,Female,AB+,Emergency,Pneumonia,146,109,87,130.44,32.4,Low
PID-2972,Jessica,Jackson,384-24-2201,43,Female,B-,Emergency,Pneumonia,101,66,105,118.26,20.2,Low
PID-2973,James,White,113-58-9292,89,Female,AB+,Urgent,Heart Failure,159,96,96,153.83,26.4,High
